Sentiment,SentimentText
1,ตรวจสอบให้หน่อยค่ะ ยังไม่ได้รับพัสดุเลยค่ะ
1,สมัครสมาชิก
1,รับขอบเอง
1,รับของเองได้ไหมครับ
1,จะติดต่อรับพัสดุเองได้ไหมครับ
1,แจ้งว่าจะส่งของ ถึง 15 จะถึงจริงไหม
1,พัสดุผมจะถึงผู้รับวันไหนครับ
0,ร้องเรียนการได้รับพัสดุหลอกลวงจากผู้ขายออนไลน์โดยไม่ทราบแหล่งส่งพัสดุ​ ซื้อสินค้าเป็นจักรซิงเกอร์ราคา1590บ.ได้รับของเป็นจักรกะโหลกกะลามา  ติดต่อแหล่งขาย​ไม่ได้​ คิดว่าเป็นมิจฉาชีพแน่ๆ​ ช่วยดำเนินการบล็อกเงินที่ลูกค้าจ่ายไป​ ให้ผู้ขาย​ คืนให้ลูกค้าด้วยค่ะ
1,เคอรี่มีส่งแบบเซมเดยังค่ะ
1,สวัสดีค่ะ 
1,นะคะ
0,ช่วยอะไรไม่ได้เลย ต้องโทรอย่างเดียว
1,ถ้าผมจะขอเข้ารับสินค้าที่สาขาในวันนี้ได้มั้ยครับ
0,ตามเรื่องที่ร้องเรียนไปคะ
0,ทำไม่ร้านค้ายอกว่ารับไปแล้ว
1,จะเข้าไปรับพัสดุ
1,วิธีรับพัสดุด้วยบริการSCL
1,ค้นหาสาขารับพัสดุใกล้คุณ
1,จะเข้าไปรับพัสดุด้ววตัวเอง
1,Fair
1,"Kerry ดอนทอง,พิษณุโลก "
0,ส่งพัสดุผิดที่อยู่
1,อยากร่วมงานกับคุณ  สมัครรถร่วมส่งสินค้า
1,สินค้าถึงขนส่งเชียงใหม่คัย
1,"สมัครรถร่วมบริการส่งสินค้า
"
0,รอนานมาก
1,Excellent
1,จะสอบถามเกี่ยวกับพัสดุ
0,พัสดุติดอยู่นี่ 5 วันแล้วครับ ไม่ทราบว่ามีปัญหาอะไรหรือปล่าว ต้องรีบใช้ของครับ
1,สวัสดี
1,วันนี้จะถึงหัวหินไหมครับ 
0,ปกติวันเดียวถึงจะแจ้งในแอพว่าถึงสาขาปลายทาง แต่รอบนี่ยังอยู่กรุงเทพอยู่เลยครับ
1,ติดตามของ
0,นาน
1,สามารถไปเอาพัสดุเองได้มั้ย
0,นานถึงจัง
1,สิทธิประโยชน์สมาชิก
0,พัสดุล่าช้าเกินกำหนด
1,ติดต่อเคอรี่สาขาเชียงรายค่ะ
1,ของถึงวันไหนครับ
1,กำหนดส่ง13
1,ตามของให้หน่อยค่ะ ส่งให้ถูกด้วยค่ะ 
0,เรื่องยังไม่จบเลย
0,ตามเรื่องคะ
0,สินค้านานถึงค้างยุคลองขลุงเป็นชาติ
0,นานจังของอะ
0,พัสดุส่งผิด
1,เมื่อไรจะส่ง
1,บริการส่งก่อนเที่ยง
1,บริการจัดส่งวันถัดไป
1,วิธีการใช้บริการวันถัดไป
1,ตรวจสอบราคา
1,วันนี้จะเข้ารับพัสดุใหมครับ
1,ต้องการใช้บริการ same day
1,เงื่อนไขการใช้บริการ(SM)
0,รอแอดมินนานมาก
1,อยากให้เร่งส่งของให้ได้ภายในวันนี้หน่อยค่ะ
1,ไม่ทราบว่าจะมาถึงที่อรัญกี่โมงครับ พอดีจะเข้ากทมหลายวัน 
0,"รอของมาส่ง แต่ไม่มีของมาส่งและไม่มีคนโทรมา อยู่ๆพัสดุตีกลับ งงมากขอคำอธิบายหน่อยค่ะ
"
1,อยากให้นำส่งพัสดุใหม่ได้ไหมคะ
1,จะขอเข้ารับพัสดุเองที่ศูนย์สามารถทำได้มั้ยคะ
1,ต้องการให้นำส่งพัสดุใหม่
0,ของถึงปลายทางแล้วแต่ของยังไมส่งถึงมือลูกน้าเลส2-3วันก็งงทำไมไม่มาส่งสักทีพอเช็คพัสดุก็แจ้งว่าติดต่อลูกค้าไม่ได้แต่ในมือถือก็ไม่มีสายอะไรเข้าเลยนะคะ
1,สวัสดีค่ะ
1,จะสอบถามว่าส่งทีวีจอแบนแต่ไม่มีกล่อง ต้องแพ็คแบบไหนครับ
0,อันนี้ยังไม่ได้รับนะคะ
1,แล้วในกรณีที่เราโอนเงินเรียบร้อยแล้วๆของถูกตีกลับ เราจะได้เงินคืนไหม
1,1KTH005
0,ยังไม่ได้รับสินค้าเลย ตกหล่นหรือป่าวนานมากๆ
1,พัสดุชิ้นนี้ออกส่งวันนี้ใช่ไหมคะ
1,ถ้าให้มาส่งที่นิคมบางปะอินได้ไหมคะ
0,ทำไมส่งช้ามากๆคะ
1,วันนี้ของจะได้รับไหมคะ
1,https://youtu.be/hhw7DNE5Zc0
1,ส่งขจากชุมพร ไปสุรินทร์ ให้เวลากี่วันคะ
0,พัสดุส่งเเต่เมื่อวานตอนบ่ายค่ะ ยังไม่มาถึงเลยคะมีปัญหาอะไรไหมคะ
1,ส่งของจากชุมพร ไปสุรินทร์ ให้เวลากี่วันคะ
1,ไม่มีปัญหาค่ะ
1,ส่งด่วนราคาเเพงด้วย
0,เช็คพัสดุไม่ขึ้นเลยคะจะเข้า2วันเเล้ว
1,https://thai.sl0t.vip/NjA5NTAw
1,เปิดกี่โมงค่ะ
1,Kerry SameDay
1,วิธีใช้บริการส่งก่อนเที่ยง
0,ทำไมพัสดุอยู่ที่เดิมคะ
0,"สั่งสินค้าแล้วของไม่ตรงต้องการเงินคืน
ติดต่อหลายครั้งมาก"
0,"ของไม่ตรงตามที่โฆษณา ร้านค้าหลอกลวง
เบอร์หรือIDไลน์ที่ให้ไปไม่สามารถติดต่อได้"
1,คืออะไรหรอ
1,อยากทราบว่าพัสดุยุไหนคะ
0,ใช้ที่อยู่ในลาซาด้า เจ้าอื่นมาส่งถูกเป็น10รอบละ จะมาผิดได้ไง งง
0,รอของนานแล้วนะครับ
0,ไม่มีการส่งพัสดุ แต่ขึ้นว่าจัดส่งสำเร็จคืออะไรคะ
1,คนไทยครับ
1,ใช้เบอร์โทรได้ไหมค่ะ
1,ขอภาษาไทย
1,คือ
1,สถานะบอกส่งเรียบร้อย
0,แต่ไม่เห็นมาส่งค่ะ
0,ไม่ได้รับพัสดุค่ะ
0,สถานะรับของแต่ไม่เหนของมาส่ง
0,ยังไงไม่ได้รับของ แต่ระบบขึ้นว่า จัดส่งเรียบร้อยแล้ว. 
0,พอดีทางเคอรี่มาส่งแล้วเมื่อวานแต่ไมาได้รับ รบกวนมาส่งวันนี้ทีได้มั้ยคะกละวของจะตีกลับ
1,ทำการกี่โมง
0,คือนานมาก
0,ยังไม่ได้รับของ. แต่ระบบแจ้งว่าจัดส่งเรียบร้อยแล้ว. ของอยุ่ไหนคะ
1,Pickup Request
1,Good morning I just want to ask if possible that my order will deliver today. Can I request that can delivery 2pm up to 5pm because I'm not in my apartment in the morning
1,อยากเร่งรับพัสดุ
1,ฉันต้องการรับพัสดุโดยเร็ว
1,ให้เบอร์โทรผิดทำยังไงคะ
1,ต้องการเปลี่ยนที่อยู่ในกาาจัดส่ง
1,จะให้ส่งของพรุ่งนี้ค่ะ วันนี้ไม่อยู่ออฟฟิศ
1,ฉันต้องการรับพัสดุภายในวันนี้
0,พัสดุโดนขโมย
1,ฉันต้องการพัสดุภายในวันนี้
1,อยากติดต่อคนส่งพัสดุ
1,ต้องการพัสดุแบบเร่งด่วน
1,พัสดุถึงมือ
0,ของอยู่นนทบุรีแล้วทำต้องส่งวันที่16ทำไมไม่ส่งวันนี้ส่งของโคดช้าเลย
1,เข้ารับพัสดุได้ด้วยตนเอง
1,หมายเลขนี้ขอรับที่สาขานะครับ
1,สวัสดีครับ อยากสอบถามว่า สามารถไปรับพัสดุที่ สาขาเลยได้มั้ยครับ พอดีรีบใช้ครับผม
1,วิธีส่งพัสดุด้วยบริการSCL
0,พัสดุจะมาส่งวันนี้มั๊ยคะ
0,สั่งของหลายวันแล้วค่ะ ของมาไม่ถึงสักที
1,ติดต่อเข้ารับพัสดุ
1,เลขที่นี้
1,ส่งของสู้t
1,ติดต่อเจ้าหน้าที่
1,จะถึงวันไหน
0,ที่อยู่ไม่ถูกต้อง ส่งใหม่อีกครั้งสำเร็จยังครับ
0,บอกว่าของจะถึงวันที่ 11 วันนี้วันที่ 15 แล้วจ้า
0,สินค้าส่งผิดที่
0,ติดต่อยาก
0,ส่งข้อความให้ผู้บริหารเลยมึ่งมันโง่ไม่เค้าใจอะไรสักอย่าง
1,ต่อต้อคนมาคุย
1,เข้าไปรับพัสดุเอง
1,ของถึงกงไกรลาสยังครับ
1,ติดต่อแอดมิน
1,สอบถามค่าส่ง
1,ของจะถึงช่วงเวลาไหนครับ
1,ใส่ที่อยู่ผิด แต่ตอนนี้อยู่ระหว่างขนส่งค่ะ
1,อยากทราบที่อยุ่ของผู้ส่ง
1,Main Menu
0,ส่งคืนสินค้า
1,Kerry Club
1,ตืดต่อเจ้าหน้าที่
1,จะขอเลื่อนการจัดส่งค่ะ
1,3TWAD10
0,ไม่ได้รับพัสดุ
1,Can you speak in English.
1,หวังว่าวันนี้จะได้รับพัสดุนะคะ
0,ของส่งผิดที่
1,Price Estimation
0,พัสดุบอกว่าจัดส่งสำเหร็จแต่ผมยังไม่ได้รับของเลยครับ
1,It’s all in Thailand language and I don’t read Thai. 
1,How much to send a 30kg box from Phuket to Chiangmai.
1,ตามพัสดุ
1,มีเบอร์คนขับรถ ส่งพัสดุมั้ยคะ
1,จากการตรวจสอบ หนองบัว ระยอง 
1,ดีค่า
1,ผมเปลี่ยนเบอร์ครับลืมตอนสั่ง
0,ทำไมบอกว่าไม่สามารถติดต่อผู้รับได้
1,มีเบอร์คนขับรถส่งพัสดุชิ้นนี้มั้ยคะ 
1,สอบถามค่ะ 
1,สามารถไปรับที่สาขาเองได้ไหม
1,ของจะถึงวันไหน
1,สามารถส่งของภายในวันนี้ได้หรือไม่คะ
0,พัสดุติดขัด
0,ส่งสินค้าคืน
0,พอดี สินค้า ส่ง มา ต้องแต่ วัน ที่ 12แต่ ยังไม่ถึง
0,พัสดุ ยังไม่ถึงปลายทาง เลย คะ 
1,เลือก
0," Kerry ทำพัสดุหายครับ
"
1,https://fb.watch/812Q8Xfcp-/
1,ติดตามสถานะค่ะ
1,เคลมพัสดุค่ะ
1,สรุปพัสดุที่ให้ตาม
1,สามารถเรียกรถมารับสินค้า ที่ต้องการส่งคืนสินค้าคืนจาก shopee ได้ไหมคะ
1,คือผมให้หมายเลขโทรศัพท์ไปถูกต้องแล้ว
0,สั่งของไปวันที่11เค้าบอกของจะถึงวันที่14แต่เราเช็คดูของอยู่บางพลีมา3วันแล้วคะ
1,https://youtu.be/GzcuLrcRZDM
1,สอบถามครับ
1,จะได้ความคืบหน้าประมาณกี่วันค้า
1,ทราบผลหรือยังคะ 
1,55678951
1,สอบถามค่าขนส่งครับ
0,สวัสดีครับ ติดตามพัสดุ ขึ้นสำเร็จแต่ผู้รับไม่ได้ของครับ
1,เจ้าหน้าที่
1,ของที่สั่งจะได้รับวันนี้ห่ือเปล่าคะ
0,ไม่
1,สอบถามค่ะ. ตอนนี้พัสดุเลขที่นี้
1,ขอขอเลื่อนรับสินค้าเป็นวันศุกร์ ที่ 17 กย 64
1,ของถึงวันนี้ทันมั้ยครับ
1,ของที่จะมาส่ง มาที่บ้านหนองแวงนะค้าบ
1,ขอเลื่อนรับของเป็นวันศุกร์ ที่ 17 กันยายน 64
1,เคอรี่รับส่งของแถวตั้งฮั้วเส็งธนบุรีอยู่ตรงไหนค่ะ
0,ดองของ  เข้าใจว่าข้อมูลลูกค้าผิดแต่ก้ควรติดต่อคนที่ส่งมาให้ทราบแล้วแจ้งเราก้ได้ พอติดต่อเจ้าหน้าทีให้ทราบ แก้ไขข้อมูล  แต่ยังไม่คืบหน้า    
1,ผมจะถามว่าพัสดุผมอยู่ศูนย์ตรงไหน
1,ผมว่าจะเข้าไปเอาของเอง
1,จรัญ63
0,แจ้งปัญหา
1,อยู่จรัญ63จะส่งของสำนักงานเคอรีที่ใกล้อยู่ตรงไหนค่ะ
1,สวัสดีค่ะ มีจุดเสนอข้อคิดเห็นมั้ยคะ
1,แสดงความคิดเห็น
1,เหรียญอพาทเมนส์65 มีสำนักส่งเคอรี่ด้วยไช่ไหมค่ะ
1,ไม่มีแล้วค่ะ ขอบคุณค่ะ 💚
1,พอดีเปลี่ยนติดต่อรับของคร้บ
0,ไม่ได้รับของ
1,สวัดดีครับ
1,รอไปรับที่ศูนได้ไหมครับ
1,จำไม่ได้ค่ะพี่
0,ยังไม่มีใครติดต่อมาตั้งแต่วันจัทร์จนเวลานี้ เงียบ หมายถึงอะไรคะ
1,สวัสดีค่ะ สอบถามเกี่ยวกับเรื่องใบกำกับค่ะ
1,บริการอื่น
1,สินค้าถึงผู้รับวันไหน
1,ตรวจสอบพัสดุ
1,….
1,ขอบคุณครับ
1,ติดต่อพนักงาน
0,"เช้คของไม่ขุ้นสถานะว่าของยุ่ไหน แค่บอกถึงวันไหนตามของไม่ได้ 

ของตีเลขพัสดุให้วันที่11
วันนี้15

5วันแล้วของยังไม่ภึง เป้นผลไม้ด้วยไม่รถ้เน่าเสียหายบ้างรึป่าว

ปกติส่งมา3วันถึงค่ะ"
1,3TWA010
1,https://app.th.kerryexpress.com/ClaimOnline/Claim/General
0,"ควรโทรก่อนส่งของทุกครั้ง
"
0,สาขาสกลนครค่ะ ไม่มีการโทรแจ้งลูกค้าว่าสินค้ามาส่ง เอาไปฝากไว้ที่ทำงานโดยไม่แจ้ง ไม่ถามว่าลูกค้าอยู่มั้ย สะดวกออกมารับมั้ย แย่มากๆค่ะ
1,ถึงว่า ตำรวจให้ดำเนินคดี ระบบเป็นแบบนี้เอง
1,คือพัสดุใส่ที่อยู่ผิดอะครับเราสามารถให้พนักงานเปลี่ยนให้ได้ไหมครับ
0,แย่ กดตัดสายลูกค้า
1,สมัครงาน  จังหวัดยโสธรครับ
1,ตามไห้หน่อยส่งของกี่โมง
0,เปลี่ยนไปเรื่อยๆปัดความรับผิดชอบ ดำเนินคดีทั้งเคอรรี่ด้วย
1,สมัครขับรถ ที่จังหวัดยโสธรครับ
0,ของถึงปทุมยังคะ
0,พัสดุ​ ที่ส่ง​ กับพัสดุที่ลูกค้าปรายทางรับ​ ไม่ใช่ของที่ส่ง​  สินค้าโดนเป็น​ จากสารชีวภัณฑ์​ ถึงลูกค้ากลายเป็นลองกอง​ ติดตามของหายได้อย่างไร
1,พอดีจะไปข้างนอก เลยต้องการไปรับพัสดุเองที่สาขาครับ
1,วันนี้15แล้ว
1,อยากรู้ว่า พัสดุวันไหนไได้ค่ะ
1,ขอบคุณมากเลยคะ
1,สะดวก
0,สวัสดีครับ จะสอบถามเรื่องที่ต่อต่อผู้รับไม่ได้อ่ะครับ 
1,เบอร์ได้ไหมคะ
0,ติดต่อผู้รับไม่ได้
0,จะส่งวันไหนคะ
0,พัสดุจะมาถึงเมื่อไหร่คะ
0,พอดีผมใส่เบอร์โทรผิดไปครับ
0,ไม่ได้รับของ แต่ขึ้นว่าจัดส่งสำเร็จ 
0,ขอเบอร์ติดต่อ ศูนย์ผักไห่
1,ครับ
0,ระบบห่วย
0,ส่งของช้ามาก
1,ดีครับ
0,ทำไมยังไม่ไปไหนเลย
1,เข้ารับไหม?
0,พัศดุไม่ไปไหนเลยครับ ช่วยตามเรื่องให้น่อย
0,ยังไม่ได้รับพัสดุ ทำไมบอกว่าจัดส่งพัสดุเรียบร้อย
1,ขอเบอร์เคอรี่หน่อยงับ
1,อยากให้เร่งจ่ายออกให้หน่อยค่ะ คือของรีบใช้มาก
1,ของจะถึงเราวันนี้มั้ย
0,สอบถามสินค้าหน่แยครับทำไมถึงไปอยู่ที่ศูนย์กระจายสินค้าภาคเหนือ
1,กำหนดส่งวันนี้จะถึงไหมค่ะ
0,ร้องเรียนการบริการ
1,จะสอบถามค่ะ ว่าถ้าไปรับวัสดุเองต้องติดต่อยังไงค่ะ พอดีพรุ่งนี้ไม่อยู่แล้ว แต่ในระบบบอกจะจัดส่งภายในพรุ่งนี้
0,อ่านข้อความบ้างได้ไหม
1,ส่งวันนี้ไหมครับ
1,เลื่อนอ่านข้างบนได้ไหม
1,ขอรายละเอียดที่อยู่จัดส่งได้ไหมคะ
0,ผิดอัน
1,สวัสดีค่า
0,ลูกค้าแจ้งว่าไม่มีขนส่งติดต่อมาเลยนะคะอยู่ในระหว่างทางอยู่หลายวันแล้วค่ะ
1,เลขพัสดุนี้
1,ขึ้นแบบนี้อะคะ
1,แบบ
1,ติดต่อเจ้าหน้าที่ค่ะ
1,อัยนี้พี่แจ้งให้แล้วหรอคะ
1,ราคา
0,ทางร้านเขาไม่ตอบเลยค่ะ
1,AM Service
1,W
1,ส
0,ลูกค้าแจ้งว่าไม่ได้รับพัสดุ
1,แจ้งค่ะ
0,หน้าเว็บพิมพ์ผิด
1,ขอบคุณที่ใช้บริการท่านสามารถตรวจสอบใบนำฝากได้ที่ keth.me/71440d4
1,Call center
1,วันนี้ได้รับไหมครับ
0,ทำไมเข้าดูตามลิงค์ไม่ได้คะ
0,ในระบบขึ้นไม่สามารถติดต่อผู้รับได้แต่ไม่มีการโทรเข้า
1,ถึงวันที่ 15นี้ใช่มั้ยครับ
1,สอบถามครับ อยากส่งตัวแช่ หนัก40โล กว้าง56เซนต์ ยาว95เซนต์ สูง85เซนต์ ไม่มีกล่องใส่ ได้ไหมครับ
1,ตรวจสอบหมายเลขแล้ว
1,มีการให้คะแนนการขนส่งไหมคะ
1,ติดตามพัสดุ
0,ตามเรื่องให้ด่วนๆๆหน่อย
1,ส่งของทำใบเสร็จหายรบกวนเช็คเลขที่พัสดุให้หน่อยค่ะ
1,ติดต่อขอรับพัสดุด้วยตนเอง
0,พัสดุไปส่งผิดบ้านหรือป่าวคะ
1,ยกเลิกการส่งพัสดุ
1,รบกวนสอบถามครับ
1,Our Other Services
1,ส่งของไปหลายวันแล้วครับ
1,ผมโทรศัพท์หาย  เปลี่ยนเบอร์ใหม่แต่พัสดุ  ส่งเป็นเบอร์เก่า
1,จะจัดส่งอีกทีวันไหนคะ
1,สวัสดีครับ ขอสอบถามเรื่องการสั่งซื้อกล่องต้นขนาด 100*30*30 หน่อยครับ
1,สาขา ห้วยกะปิ
1,ติดต่อรับพัสดุ
1,อยากติดเจ้าหน้าที่
0,ทำไมของไม่ถึงอุบลสักทีครับ
0,พอดีสั่งสินค้าไปแล้วเค้าส่งสินค้าหลอกลวงมาค่ะ
1,รบกวนเปลี่ยนที่อยู่จัดส่งให้หน่อยคะ
1,บริการเคอรี่เซมเดย์
1,บริการเคอรี่ดรอปออฟ
1,https://www.000webhost.com/?utm_source=000webhostapp
1,อยากได้เบอร์โทรติดต่อคะ
1,เข้ามารับพัสดุหน่อยค่ะ
1,พัสดุจะมาถึงวันไหนครับ
0,ยังไม่มีพนักงานติดต่ออะไรมาเลยค่ะ รอของมาหลายวันมากแล้ว
0,โดนหลอกขายสินค้าไม่ตรงตามที่สั่งค่ะ
1,ขึ้นว่าอยู่ระหว่างขนส่ง
0,แต่จ่ายเงินผ่านคนส่งไป เงินไม่เข้าหรอคะ
0,ไม่มีคนมาส่ง
1,จะทำอย่างไรได้บ้างคะ
1,หมายเลขพัสดุเเบบนัยค่ะ
0,พัสดุตอนนี้ยังไม่ส่งออกมาจากสาขาหรอคะ
0,ขอแก้ไข ตำบลค่ะ เป็นตำบลปากแพรกค่ะ พนักงานพิมผิด
1,ปกติเคยส่งร้านนี้วันเดียวก็ถึงแล้วนะคะ
0,นี้จะเข้า3วันแล้วพัสดุก้อยังเช็คไม่ำ
1,ต้องการติดต่อพนักงานค่ะ
1,ยังรับพนักงานส่งพัสดุผ่านรถจักรยานยนต์เพิ่มมั้ยครับ
0,ในระบบแจ้งว่าติดต่อไม่ได้ค่ะ
0,ระบบแจ้งว่าส่งพัสดุเรียบร้อยแล้ว แต่ผู้รับยังไม่ได้รับของครับ
1,อยากทราบว่าทำไมของผม
1,https://fb.watch/816GquGrKP/
0,ยังไม่มาส่งผมเลยครับ
1,ต้องการติดต่อเจ้าหน้าที่
0,ทำไมต้องมีการจัดว่งไปที่อยู่ใหม่ด้วยคะ
0,มาถึงมานี้ช่วงไหนคะ
1,รบกวนเจ้าหน้าที่ช่วยฝากของไว้ให้กับหอพักลูกค้าทีนะคะ
1,รับพัสดุเข้าตั้งแต่ 10 กย
0,ส่งผิดหรอคะ
1,เช็คพัสดุค่ะ 
0,ไม่มีคนโทรมาเลยคับน้องพอใจ
1,คุยกับเจ้าหน้าที่
1,ลูกค้าแจ้งว่าฝากเงินไว้ที่เจ้าของหอแล้วค่ะ
0,พัสดุยังไม่ถึงคับ
1,I received a delivery unsuccessful
1,No
0,มันขึ้นไม่พบข้อมูลพัสดุ
1,My package was advised unsuccessful delivery because phone number could not connect
1,Can I speak to a real person
1,ติดต่อจนท.
1,Wrong information from you
1,ไม่มีครับ ขอบคุณครับ
1,ติอต่อเจ้าหน้าที่
1,This is not a live chat
1,ติด่อเจ้าหน้าที่
1,ผมสั่งของในลาซาด้า แต่ใส่เบอร์โทรผิดแก้ไขได้ไหมครับ
1,How can I speak to someone real
1,Your live chat is not LIVE
1,This is pathetic
1,hi
1,can u speak english
1,where is this?
0,ผมหาพัสดุไม่เขอครับ
1,54482462
0,พัสดุไม่เคลื่อนไหวเลยค่ะ
0,สถานะพัสดุอยู่ที่เดิม
0,"ได้รับของไม่ครบครับ
ตามรูปที่แนบ"
0,ยัวไม่ได้รับพัสดุ
0,อยากทราบว่าสินค้าอยู่ที่ไหนคะ
0,ไม่ได้รับพัสดุค่ะ แต่สถานะส่งแล้ว
1,วิธีรับพัสดุด้วยบริการ SCL
1,ส่งของไปให้เพื่อนแต่ทำใบเสร็จหายค่ะอยากทราบเลขพัสดุ
1,ถ้าพัสดุมาถึงคลังวังจุฬา อย่าเพิ่งเอาออกนำจ่ายได้ไหมครับผมลงที่อยู่ผิดว่าจะไปรับเอง
1,สวัสดีครับ ขอสอบถามว่า สามารถส่งถุงกอล์ฟ ได้รึเปล่าครับ
1,พอดีว่าอยู่ในพื้นที่ที่ใกล้เคียงกับเคอรี่
0,พัสดุถึงผู้รับวันนี้ถูกต้องมั้ยค่ะ ไม่เห็นมาเลยค่ะ
1,พัสดุจะเข้าสาขาไหนที่อยุธยาครั
1,มีซองให้ฟรีมั้ยคะ 
1,ข้อมูลถูกต้องคะ
0,เช็กของให้หน่อยครับ ของเสียหาย
0,แต่ไม่ได้รับสินค้าคะๆม่มีเจ้าหน้าที่โทรมาด้วยคะ
1,ว่าจะไปรับของก่อน
0,ในระบบขึ้นว่าจัดส่งเรียบร้อย แต่ยังไม่ได้รับพัสดุค่ะ
0,ถึงแล้วแต่ว่าจะไปรับก่อน
1,สวัสดีค้ะ
1,__NN_16aaa638.2aa0ba|👉🏻 ตรวจสอบเลขพัสดุอื่น||👉🏻 Track another parcel
0,อยากสอบถามว่าทำไมของนานจังเลยค่ะ
1,เปลี่ยนเบอร์ติดต่อ
0,ทำไมมันไม่ขยับไปไหนเลยค่ะ
1,ดี
0,ไม่ทราบว่าคนส่งพัสดุเค้าไม่โทรเเจ้งว่าหาที่อยู่เาา
0,ของถึงสุราษฎร์ยัง
1,No I am not satisfied
0,ติดตามให้หน่อยค่ะ
1,Your LIVE CHAT IS DISGUSTING
1,ทำไมของไปยุสงขลาได้
0,พัสดุอันนั้ ไม่แน่ใจว่าได้แจ้งเบอร์ติดต่อผู้รับไหมค่ะ
1,I would never use your service again
1,Haha
1,You can't
0,พัสดุยังไม่ได้รับค่ะแต่ขึ้นว่าจัดส่งแล้ว
0,ฉันยังไม่ได้พัสดุ
1,รับพัสดุเอง
0,ยังไม่ได้ของ
0,พนักงานคิดค่าส่งพัสดุเกินราคา
1,ขอบคุณค่ะ
0,ร้องเรียน
1,ขอบคุณมากครับ 
1,สวัสดีค่ะ เป็นแม่ค้าช้อปปี้นะนะ แล้วทำไมทางร้านทำการนับรับเรียบร้อย2วันแล้วยังไม่มีจนทเข้ามารับของชักทีคะ    ออเด้อร์จะfailแล้วนะคะ 
1,จัดส่งเมื่อไรครับ
1,ถ้าสมมุติใส่เบอร์โทรที่รับผิดสามารถแก้ๆด้มั้ยครับ
0,คุยกับคน
0,เบอร์โทรศัพท์สาขาพุทไธสง
1,อยากจะสอบถามว่าพัสดุจะมาถึงสาขาปัวกี่โมงค่ะ
1,ถามว่าพัสดุจะมาถึงสาขาปัวกี่โมงค่ะ
0,ทำไมของไม่อยู่ในระบบอะคะ
0,จะมาถึงสาขาปัวกี่โมงค่ะ
0,พอดีไม่ได้ใส่เบอร์คนรับเป็นอะไรไหมค่ะ
0,ของอีกชิ้นผมอยู่ที่ไหนครับ ขอบส่งมาพร้อมกันแต่ได้รับชิ้นเดียว งงครับ
0,ติดตามสินค้าได้ไม่ครบ
0,อยากทราบหายคณะนำส่ง หรือส่งมาไม่ครบ
1,เช็คให้ที
0,อยุ่ไหนแล้ว
1,สอบถามหน่อยครับ
1,54260961
1,ช่วยติดตามพัสดุให้หน่อยครับ
1,Real person?
1,Hahaha 😀😂😂
0,เหนบอกกำหนดส่งวันนี้
0,I'm deleting your STUPID LINE chat
0,It's a LIE
0,สถานะยังไม่เข้าจังหวัดนครศรีเลยครับ
